     A,B,C,D,E,F,G,H
    12.617957594,414053,,LLC-load-misses,2350690,5.82,76.88,of all LL-cache accesses
    12.617957594,<not counted>,,LLC-store-misses,0,0.00,,
    12.617957594,131315596,,cycles,2007467,4.97,,
    12.617957594,295892650,,instructions,5989309,14.84,2.25,insn per cycle
    12.617957594,71143743,,L1-dcache-loads,9992389,24.76,,
    12.617957594,2844232,,L1-dcache-load-misses,13992658,34.67,4.00,of all L1-dcache accesses
    12.617957594,538537,,LLC-loads,15993748,39.63,,
    12.617957594,219252,,LLC-load-misses,16004851,39.66,40.71,of all LL-cache accesses
    12.658322234,394233,,branch-misses,10695797,26.50,,
    12.658322234,7062,,iTLB-load-misses,6703392,16.61,,
    12.658322234,13356,,dTLB-load-misses,2704525,6.70,,
    12.658322234,<not counted>,,dTLB-store-misses,0,0.00,,
    12.658322234,358936,,L1-icache-load-misses,1647074,4.08,,
    12.658322234,3549978,,L1-dcache-load-misses,5645122,13.99,7.40,of all L1-dcache accesses
    12.658322234,1072233,,l2_rqsts.all_demand_miss,9646321,23.90,,
    12.658322234,249999,,LLC-load-misses,13641522,33.80,23.10,of all LL-cache accesses
    12.658322234,88212,,LLC-store-misses,16000469,39.65,,
    12.658322234,139919560,,cycles,15999757,39.65,,
    12.658322234,207824302,,instructions,16002790,39.66,1.49,insn per cycle
    12.658322234,47972323,,L1-dcache-loads,16009184,39.67,,
    12.658322234,3649270,,L1-dcache-load-misses,16003542,39.66,7.61,of all L1-dcache accesses
    12.658322234,1082159,,LLC-loads,16004871,39.66,,
    12.658322234,544564,,LLC-load-misses,14711161,36.46,50.32,of all LL-cache accesses
    12.698714098,494115,,branch-misses,5290020,13.10,,
    12.698714098,3717,,iTLB-load-misses,9286863,23.00,,
    12.698714098,10064,,dTLB-load-misses,13287639,32.91,,
    12.698714098,3014,,dTLB-store-misses,16007932,39.64,,
    12.698714098,2757168,,L1-icache-load-misses,16007563,39.64,,
    12.698714098,1804272,,L1-dcache-load-misses,15997777,39.62,5.14,of all L1-dcache accesses
    12.698714098,663497,,l2_rqsts.all_demand_miss,15995413,39.61,,
    12.698714098,171116,,LLC-load-misses,15981381,39.58,0.00,of all LL-cache accesses
    12.698714098,20672,,LLC-store-misses,15985492,39.59,,
    12.698714098,139660863,,cycles,15102090,37.40,,
    12.698714098,168523622,,instructions,11103693,27.50,1.21,insn per cycle
    12.698714098,35127698,,L1-dcache-loads,7111093,17.61,,
    12.698714098,2360120,,L1-dcache-load-misses,3110589,7.70,6.72,of all L1-dcache accesses
    12.698714098,<not counted>,,LLC-loads,0,0.00,,
    12.698714098,32679,,LLC-load-misses,1280238,3.17,0.00,of all LL-cache accesses
    12.739052074,1249194,,branch-misses,15991811,39.64,,
    12.739052074,19971,,iTLB-load-misses,15980745,39.62,,
    12.739052074,26512,,dTLB-load-misses,16001221,39.67,,
    12.739052074,5873,,dTLB-store-misses,15988246,39.64,,
    12.739052074,1916112,,L1-icache-load-misses,15439672,38.27,,
    12.739052074,3669470,,L1-dcache-load-misses,11442491,28.37,9.19,of all L1-dcache accesses
    12.739052074,875623,,l2_rqsts.all_demand_miss,7440174,18.44,,
    12.739052074,10114,,LLC-load-misses,3446029,8.54,4.16,of all LL-cache accesses
    12.739052074,<not counted>,,LLC-store-misses,0,0.00,,
    12.739052074,128431054,,cycles,898571,2.23,,
    12.739052074,162001688,,instructions,4895640,12.14,1.26,insn per cycle
    12.739052074,39940163,,L1-dcache-loads,8900228,22.06,,
    12.739052074,1872025,,L1-dcache-load-misses,12908630,32.00,4.69,of all L1-dcache accesses
    12.739052074,243331,,LLC-loads,15997477,39.66,,
    12.739052074,65419,,LLC-load-misses,16007308,39.68,26.88,of all LL-cache accesses
    12.779364262,1100520,,branch-misses,11749378,29.14,,
    12.779364262,20781,,iTLB-load-misses,7745700,19.21,,
    12.779364262,30973,,dTLB-load-misses,3741466,9.28,,
    12.779364262,<not counted>,,dTLB-store-misses,0,0.00,,
    12.779364262,452931,,L1-icache-load-misses,560768,1.39,,
    12.779364262,3032465,,L1-dcache-load-misses,4557626,11.30,5.38,of all L1-dcache accesses
    12.779364262,745118,,l2_rqsts.all_demand_miss,8555956,21.22,,
    12.779364262,32037,,LLC-load-misses,12558834,31.15,14.70,of all LL-cache accesses
    12.779364262,35781,,LLC-store-misses,16003105,39.69,,
    12.779364262,136332447,,cycles,16007997,39.70,,
    12.779364262,200352474,,instructions,16004921,39.69,1.47,insn per cycle
    12.779364262,56386339,,L1-dcache-loads,16003619,39.69,,
    12.779364262,2565956,,L1-dcache-load-misses,16009304,39.71,4.55,of all L1-dcache accesses
    12.779364262,217963,,LLC-loads,16011958,39.71,,
    12.779364262,79072,,LLC-load-misses,15766046,39.10,36.28,of all LL-cache accesses
    12.819681127,1290048,,branch-misses,4257402,10.56,,
    12.819681127,12011,,iTLB-load-misses,8242954,20.45,,
    12.819681127,25090,,dTLB-load-misses,12239968,30.36,,
    12.819681127,4960,,dTLB-store-misses,15993685,39.67,,
    12.819681127,2031721,,L1-icache-load-misses,15993425,39.67,,
    12.819681127,3360071,,L1-dcache-load-misses,16007902,39.71,4.34,of all L1-dcache accesses
    12.819681127,854974,,l2_rqsts.all_demand_miss,16002853,39.70,,
    12.819681127,62350,,LLC-load-misses,16005938,39.70,21.05,of all LL-cache accesses
    12.819681127,25217,,LLC-store-misses,15997588,39.68,,
    12.819681127,138281847,,cycles,15988975,39.66,,
    12.819681127,272212425,,instructions,12077212,29.96,1.97,insn per cycle
    12.819681127,77391195,,L1-dcache-loads,8076865,20.03,,
    12.819681127,3356819,,L1-dcache-load-misses,4078989,10.12,4.34,of all L1-dcache accesses
    12.819681127,296193,,LLC-loads,86025,0.21,,
    12.819681127,49256,,LLC-load-misses,235726,0.58,16.63,of all LL-cache accesses
    12.859985480,1248040,,branch-misses,16006469,39.72,,
    12.859985480,33852,,iTLB-load-misses,16002010,39.71,,
    12.859985480,24942,,dTLB-load-misses,15989344,39.68,,
    12.859985480,5492,,dTLB-store-misses,15971001,39.63,,
    12.859985480,1941754,,L1-icache-load-misses,15993596,39.69,,
    12.859985480,3017514,,L1-dcache-load-misses,12361986,30.68,5.35,of all L1-dcache accesses
    12.859985480,856874,,l2_rqsts.all_demand_miss,8375479,20.78,,
    12.859985480,46259,,LLC-load-misses,4376878,10.86,20.79,of all LL-cache accesses
    12.859985480,5636,,LLC-store-misses,378942,0.94,,
    12.859985480,<not counted>,,cycles,0,0.00,,
    12.859985480,182861433,,instructions,3922654,9.73,,
    12.859985480,56376784,,L1-dcache-loads,7918244,19.65,,
    12.859985480,2264011,,L1-dcache-load-misses,11927556,29.60,4.02,of all L1-dcache accesses
    12.859985480,222471,,LLC-loads,15926798,39.52,,
    12.859985480,69965,,LLC-load-misses,16026729,39.77,31.45,of all LL-cache accesses
    12.900271586,1189512,,branch-misses,12663738,31.43,,
    12.900271586,16269,,iTLB-load-misses,8662544,21.49,,
    12.900271586,23003,,dTLB-load-misses,4661939,11.57,,
    12.900271586,7602,,dTLB-store-misses,667971,1.66,,
    12.900271586,<not counted>,,L1-icache-load-misses,0,0.00,,
    12.900271586,2669990,,L1-dcache-load-misses,3624297,8.99,4.65,of all L1-dcache accesses
    12.900271586,967326,,l2_rqsts.all_demand_miss,7622689,18.91,,
    12.900271586,30490,,LLC-load-misses,11622224,28.84,11.11,of all LL-cache accesses
    12.900271586,37003,,LLC-store-misses,15627093,38.78,,
    12.900271586,137867951,,cycles,16001380,39.70,,
    12.900271586,212783972,,instructions,16003700,39.71,1.54,insn per cycle
    12.900271586,57449346,,L1-dcache-loads,16002958,39.71,,
    12.900271586,2881963,,L1-dcache-load-misses,16002394,39.70,5.02,of all L1-dcache accesses
    12.900271586,274385,,LLC-loads,16010525,39.72,,
    12.900271586,65487,,LLC-load-misses,16004618,39.71,23.87,of all LL-cache accesses
    12.940616764,1292375,,branch-misses,3342958,8.29,,
    12.940616764,20900,,iTLB-load-misses,7328634,18.17,,
    12.940616764,18618,,dTLB-load-misses,11328312,28.09,,
    12.940616764,10240,,dTLB-store-misses,15322706,38.00,,
    12.940616764,1834371,,L1-icache-load-misses,15993604,39.66,,
    12.940616764,3430487,,L1-dcache-load-misses,16011233,39.70,5.30,of all L1-dcache accesses
    12.940616764,772714,,l2_rqsts.all_demand_miss,16004339,39.69,,
    12.940616764,74060,,LLC-load-misses,16015544,39.72,38.06,of all LL-cache accesses
    12.940616764,41812,,LLC-store-misses,15996196,39.67,,
    12.940616764,139456975,,cycles,15992906,39.66,,
    12.940616764,237154673,,instructions,13001151,32.24,1.70,insn per cycle
    12.940616764,64749983,,L1-dcache-loads,8994650,22.31,,
    12.940616764,2139354,,L1-dcache-load-misses,5009950,12.42,3.30,of all L1-dcache accesses
    12.940616764,194595,,LLC-loads,1006690,2.50,,
    12.940616764,<not counted>,,LLC-load-misses,0,0.00,,
    12.980895714,1022164,,branch-misses,16010469,39.75,,
    12.980895714,10854,,iTLB-load-misses,15997236,39.71,,
    12.980895714,28952,,dTLB-load-misses,15992803,39.70,,
    12.980895714,7454,,dTLB-store-misses,15989043,39.69,,
    12.980895714,2088349,,L1-icache-load-misses,15992834,39.70,,
    12.980895714,3128097,,L1-dcache-load-misses,13282998,32.97,5.35,of all L1-dcache accesses
    12.980895714,1222859,,l2_rqsts.all_demand_miss,9286635,23.05,,
    12.980895714,74620,,LLC-load-misses,5290125,13.13,23.74,of all LL-cache accesses
    12.980895714,58245,,LLC-store-misses,1288559,3.20,,
    12.980895714,<not counted>,,cycles,0,0.00,,
    12.980895714,190095640,,instructions,2995264,7.44,,
    12.980895714,58488122,,L1-dcache-loads,6990402,17.35,,
    12.980895714,3096777,,L1-dcache-load-misses,10996473,27.30,5.29,of all L1-dcache accesses
    12.980895714,314268,,LLC-loads,14997728,37.23,,
    12.980895714,60908,,LLC-load-misses,16007903,39.74,19.38,of all LL-cache accesses
    13.021198167,1200976,,branch-misses,13582381,33.70,,
    13.021198167,40192,,iTLB-load-misses,9578935,23.77,,
    13.021198167,25505,,dTLB-load-misses,5583330,13.85,,
    13.021198167,5962,,dTLB-store-misses,1588729,3.94,,
    13.021198167,<not counted>,,L1-icache-load-misses,0,0.00,,
    13.021198167,2366677,,L1-dcache-load-misses,2714948,6.74,4.19,of all L1-dcache accesses
    13.021198167,952628,,l2_rqsts.all_demand_miss,6712993,16.66,,
    13.021198167,42983,,LLC-load-misses,10711760,26.58,20.49,of all LL-cache accesses
    13.021198167,25922,,LLC-store-misses,14712561,36.51,,
    13.021198167,137411007,,cycles,16002109,39.71,,
    13.021198167,204884715,,instructions,16004042,39.71,1.49,insn per cycle
    13.021198167,56442626,,L1-dcache-loads,16002124,39.71,,
    13.021198167,2284607,,L1-dcache-load-misses,16005693,39.71,4.05,of all L1-dcache accesses
    13.021198167,209731,,LLC-loads,16002578,39.71,,
    13.021198167,71881,,LLC-load-misses,15996710,39.69,34.27,of all LL-cache accesses
    13.061542796,1342727,,branch-misses,2415492,5.99,,
    13.061542796,27894,,iTLB-load-misses,6421353,15.92,,
    13.061542796,24177,,dTLB-load-misses,10419878,25.83,,
    13.061542796,6951,,dTLB-store-misses,14408638,35.72,,
    13.061542796,2022818,,L1-icache-load-misses,16002172,39.67,,
    13.061542796,2825925,,L1-dcache-load-misses,15999603,39.66,4.58,of all L1-dcache accesses
    13.061542796,844030,,l2_rqsts.all_demand_miss,16008044,39.68,,
    13.061542796,64308,,LLC-load-misses,16005395,39.68,23.95,of all LL-cache accesses
    13.061542796,45883,,LLC-store-misses,16004751,39.67,,
    13.061542796,143126227,,cycles,15993676,39.65,,
    13.061542796,222160711,,instructions,13918348,34.50,1.55,insn per cycle
    13.061542796,61655617,,L1-dcache-loads,9932400,24.62,,
    13.061542796,2972707,,L1-dcache-load-misses,5930292,14.70,4.82,of all L1-dcache accesses
    13.061542796,268535,,LLC-loads,1937159,4.80,,
    13.061542796,<not counted>,,LLC-load-misses,0,0.00,,
    13.101910498,1049402,,branch-misses,16006974,39.66,,
    13.101910498,32180,,iTLB-load-misses,15993465,39.63,,
    13.101910498,33399,,dTLB-load-misses,15979034,39.59,,
    13.101910498,7399,,dTLB-store-misses,15975051,39.58,,
    13.101910498,2941712,,L1-icache-load-misses,15982323,39.60,,
    13.101910498,2344933,,L1-dcache-load-misses,14296335,35.42,3.97,of all L1-dcache accesses
    13.101910498,1319887,,l2_rqsts.all_demand_miss,10300720,25.52,,
    13.101910498,40189,,LLC-load-misses,6301759,15.61,16.49,of all LL-cache accesses
    13.101910498,39331,,LLC-store-misses,2303836,5.71,,
    13.101910498,<not counted>,,cycles,0,0.00,,
    13.101910498,224196250,,instructions,2065557,5.12,,
    13.101910498,59117103,,L1-dcache-loads,6065314,15.03,,
    13.101910498,2589227,,L1-dcache-load-misses,10062936,24.93,4.38,of all L1-dcache accesses
    13.101910498,243713,,LLC-loads,14073315,34.87,,
    13.101910498,67541,,LLC-load-misses,16016185,39.69,27.71,of all LL-cache accesses
    13.142203746,1251339,,branch-misses,14588722,36.21,,
    13.142203746,12564,,iTLB-load-misses,10592698,26.29,,
    13.142203746,29711,,dTLB-load-misses,6594048,16.36,,
    13.142203746,12816,,dTLB-store-misses,2593855,6.44,,
    13.142203746,<not counted>,,L1-icache-load-misses,0,0.00,,
    13.142203746,2376479,,L1-dcache-load-misses,1701569,4.22,4.00,of all L1-dcache accesses
    13.142203746,876960,,l2_rqsts.all_demand_miss,5719312,14.19,,
    13.142203746,69072,,LLC-load-misses,9716239,24.11,18.45,of all LL-cache accesses
    13.142203746,47747,,LLC-store-misses,13702863,34.01,,
    13.142203746,139932561,,cycles,16001454,39.71,,
    13.142203746,196658847,,instructions,15977386,39.65,1.41,insn per cycle
    13.142203746,59348275,,L1-dcache-loads,15980813,39.66,,
    13.142203746,3915554,,L1-dcache-load-misses,15991141,39.69,6.60,of all L1-dcache accesses
    13.142203746,374448,,LLC-loads,15995427,39.70,,
    13.142203746,32505,,LLC-load-misses,16001689,39.71,8.68,of all LL-cache accesses
    13.182487541,1059031,,branch-misses,1413934,3.51,,
    13.182487541,26946,,iTLB-load-misses,5411822,13.43,,
    13.182487541,32523,,dTLB-load-misses,9407480,23.35,,
    13.182487541,6666,,dTLB-store-misses,13414466,33.30,,
    13.182487541,1400144,,L1-icache-load-misses,16001080,39.72,,
    13.182487541,3835769,,L1-dcache-load-misses,15998581,39.71,5.75,of all L1-dcache accesses
    13.182487541,843097,,l2_rqsts.all_demand_miss,16002951,39.72,,
    13.182487541,43853,,LLC-load-misses,16002150,39.72,16.31,of all LL-cache accesses
    13.182487541,53516,,LLC-store-misses,16028346,39.78,,
    13.182487541,139089562,,cycles,16005323,39.72,,
    13.182487541,224672412,,instructions,14888771,36.95,1.62,insn per cycle
    13.182487541,66665704,,L1-dcache-loads,10882954,27.01,,
    13.182487541,2636870,,L1-dcache-load-misses,6862768,17.03,3.96,of all L1-dcache accesses
    13.182487541,268800,,LLC-loads,2889892,7.17,,
    13.182487541,<not counted>,,LLC-load-misses,0,0.00,,
    13.222788599,890648,,branch-misses,16005876,39.71,,
    13.222788599,5472,,iTLB-load-misses,16011407,39.73,,
    13.222788599,46313,,dTLB-load-misses,16003968,39.71,,
    13.222788599,3760,,dTLB-store-misses,16000952,39.70,,
    13.222788599,974597,,L1-icache-load-misses,15993379,39.68,,
    13.222788599,3829972,,L1-dcache-load-misses,15166754,37.64,5.38,of all L1-dcache accesses
    13.222788599,647643,,l2_rqsts.all_demand_miss,11178364,27.74,,
    13.222788599,180687,,LLC-load-misses,7184038,17.83,31.46,of all LL-cache accesses
    13.222788599,106785,,LLC-store-misses,3186777,7.91,,
    13.222788599,<not counted>,,cycles,0,0.00,,
    13.222788599,299587732,,instructions,1119109,2.78,,
    13.222788599,71242766,,L1-dcache-loads,5108994,12.68,,
    13.222788599,3586475,,L1-dcache-load-misses,9110903,22.61,5.03,of all L1-dcache accesses
    13.222788599,574251,,LLC-loads,13106676,32.53,,
    13.222788599,143195,,LLC-load-misses,15991292,39.69,24.94,of all LL-cache accesses
    13.263088436,595526,,branch-misses,15468231,38.38,,
    13.263088436,3894,,iTLB-load-misses,11476773,28.48,,
    13.263088436,19557,,dTLB-load-misses,7480371,18.56,,
    13.263088436,4607,,dTLB-store-misses,3481659,8.64,,
    13.263088436,<not counted>,,L1-icache-load-misses,0,0.00,,
    13.263088436,7436800,,L1-dcache-load-misses,819848,2.03,13.69,of all L1-dcache accesses
    13.263088436,892331,,l2_rqsts.all_demand_miss,4815733,11.95,,
    13.263088436,168606,,LLC-load-misses,8817189,21.88,32.77,of all LL-cache accesses
    13.263088436,29155,,LLC-store-misses,12825971,31.82,,
    13.263088436,140690171,,cycles,16013682,39.73,,
    13.263088436,212503183,,instructions,16005807,39.71,1.51,insn per cycle
    13.263088436,54317800,,L1-dcache-loads,16005313,39.71,,
    13.263088436,2814194,,L1-dcache-load-misses,15989507,39.67,5.18,of all L1-dcache accesses
    13.263088436,514534,,LLC-loads,15984514,39.66,,
    13.263088436,154815,,LLC-load-misses,15995104,39.69,30.09,of all LL-cache accesses
    13.303403287,232219,,branch-misses,525520,1.30,,
    13.303403287,3561,,iTLB-load-misses,4528505,11.23,,
    13.303403287,116663,,dTLB-load-misses,8522681,21.14,,
    13.303403287,7667,,dTLB-store-misses,12519262,31.05,,
    13.303403287,533400,,L1-icache-load-misses,16005398,39.71,,
    13.303403287,3908976,,L1-dcache-load-misses,15992705,39.68,9.23,of all L1-dcache accesses
    13.303403287,743198,,l2_rqsts.all_demand_miss,15993026,39.68,,
    13.303403287,107564,,LLC-load-misses,15999300,39.69,53.92,of all LL-cache accesses
    13.303403287,56147,,LLC-store-misses,15997672,39.69,,
    13.303403287,135251244,,cycles,16005278,39.71,,
    13.303403287,175806435,,instructions,15807700,39.21,1.30,insn per cycle
    13.303403287,42358687,,L1-dcache-loads,11805410,29.28,,
    13.303403287,1984843,,L1-dcache-load-misses,7803019,19.36,4.69,of all L1-dcache accesses
    13.303403287,199490,,LLC-loads,3804550,9.44,,
    13.303403287,<not counted>,,LLC-load-misses,0,0.00,,
    13.343713681,1192857,,branch-misses,15996492,39.67,,
    13.343713681,11675,,iTLB-load-misses,15993792,39.66,,
    13.343713681,17119,,dTLB-load-misses,16010186,39.70,,
    13.343713681,3084,,dTLB-store-misses,16012137,39.71,,
    13.343713681,963902,,L1-icache-load-misses,16001218,39.68,,
    13.343713681,3614694,,L1-dcache-load-misses,15993541,39.66,5.78,of all L1-dcache accesses
    13.343713681,1000573,,l2_rqsts.all_demand_miss,12114333,30.04,,
    13.343713681,81537,,LLC-load-misses,8119865,20.13,26.91,of all LL-cache accesses
    13.343713681,31526,,LLC-store-misses,4129606,10.24,,
    13.343713681,89737900,,cycles,127294,0.32,,
    13.343713681,166654208,,instructions,202658,0.50,1.86,insn per cycle
    13.343713681,62503493,,L1-dcache-loads,4198424,10.41,,
    13.343713681,1976468,,L1-dcache-load-misses,8211547,20.36,3.16,of all L1-dcache accesses
    13.343713681,302999,,LLC-loads,12189689,30.23,,
    13.343713681,65293,,LLC-load-misses,15991559,39.65,21.55,of all LL-cache accesses
    13.384025026,936944,,branch-misses,15998683,39.71,,
    13.384025026,7395,,iTLB-load-misses,12410768,30.80,,
    13.384025026,54957,,dTLB-load-misses,8414951,20.88,,
    13.384025026,1916,,dTLB-store-misses,4415602,10.96,,
    13.384025026,1590633,,L1-icache-load-misses,415288,1.03,,
    13.384025026,<not counted>,,L1-dcache-load-misses,0,0.00,,
    13.384025026,1102509,,l2_rqsts.all_demand_miss,3890219,9.65,,
    13.384025026,93920,,LLC-load-misses,7872412,19.54,15.31,of all LL-cache accesses
    13.384025026,62955,,LLC-store-misses,11870232,29.46,,
    13.384025026,137889733,,cycles,15876901,39.41,,
    13.384025026,213066582,,instructions,15990248,39.69,1.55,insn per cycle
    13.384025026,54617885,,L1-dcache-loads,16000488,39.71,,
    13.384025026,3785961,,L1-dcache-load-misses,15999613,39.71,6.93,of all L1-dcache accesses
    13.384025026,613416,,LLC-loads,15988960,39.68,,
    13.384025026,112370,,LLC-load-misses,15995625,39.70,18.32,of all LL-cache accesses
    13.424331027,<not counted>,,branch-misses,0,0.00,,
    13.424331027,3077,,iTLB-load-misses,3588687,8.90,,
    13.424331027,117665,,dTLB-load-misses,7588732,18.83,,
    13.424331027,7016,,dTLB-store-misses,11590705,28.76,,
    13.424331027,997594,,L1-icache-load-misses,15598422,38.71,,
    13.424331027,3782026,,L1-dcache-load-misses,16001396,39.71,5.55,of all L1-dcache accesses
    13.424331027,798111,,l2_rqsts.all_demand_miss,15995178,39.69,,
    13.424331027,203901,,LLC-load-misses,15995155,39.69,32.66,of all LL-cache accesses
    13.424331027,37772,,LLC-store-misses,15984871,39.67,,
    13.424331027,142986742,,cycles,15996094,39.69,,
    13.424331027,260187615,,instructions,16002757,39.72,1.82,insn per cycle
    13.424331027,68159326,,L1-dcache-loads,12719330,31.57,,
    13.424331027,2907440,,L1-dcache-load-misses,8722085,21.64,4.27,of all L1-dcache accesses
    13.424331027,624385,,LLC-loads,4725265,11.73,,
    13.424331027,31904,,LLC-load-misses,723734,1.80,5.11,of all LL-cache accesses
    13.464593357,629115,,branch-misses,16010269,39.76,,
    13.464593357,7820,,iTLB-load-misses,16003516,39.74,,
    13.464593357,62656,,dTLB-load-misses,15998272,39.73,,
    13.464593357,9152,,dTLB-store-misses,16006301,39.75,,
    13.464593357,1942859,,L1-icache-load-misses,16000844,39.73,,
    13.464593357,2336321,,L1-dcache-load-misses,15992016,39.71,2.72,of all L1-dcache accesses
    13.464593357,686324,,l2_rqsts.all_demand_miss,12990991,32.26,,
    13.464593357,138917,,LLC-load-misses,8985948,22.31,18.69,of all LL-cache accesses
    13.464593357,29230,,LLC-store-misses,4986586,12.38,,
    13.464593357,137643162,,cycles,998911,2.48,,
    13.464593357,<not counted>,,instructions,0,0.00,,
    13.464593357,85791526,,L1-dcache-loads,3275819,8.13,,
    13.464593357,3109800,,L1-dcache-load-misses,7279481,18.07,3.62,of all L1-dcache accesses
    13.464593357,743164,,LLC-loads,11277015,28.00,,
    13.464593357,114020,,LLC-load-misses,15274534,37.93,15.34,of all LL-cache accesses
    13.504877351,1335975,,branch-misses,15941255,39.63,,
    13.504877351,53434,,iTLB-load-misses,13205772,32.83,,
    13.504877351,24720,,dTLB-load-misses,9210342,22.90,,
    13.504877351,6660,,dTLB-store-misses,5211970,12.96,,
    13.504877351,2094657,,L1-icache-load-misses,1264915,3.14,,
    13.504877351,<not counted>,,L1-dcache-load-misses,0,0.00,,
    13.504877351,885995,,l2_rqsts.all_demand_miss,3012905,7.49,,
    13.504877351,43514,,LLC-load-misses,7005927,17.42,17.79,of all LL-cache accesses
    13.504877351,22155,,LLC-store-misses,11001678,27.35,,
    13.504877351,139517948,,cycles,15000288,37.29,,
    13.504877351,240671697,,instructions,15997373,39.77,1.73,insn per cycle
    13.504877351,60358608,,L1-dcache-loads,16010712,39.81,,
    13.504877351,2523025,,L1-dcache-load-misses,16007875,39.80,4.18,of all L1-dcache accesses
    13.504877351,244580,,LLC-loads,16004486,39.79,,
    13.504877351,78736,,LLC-load-misses,16000764,39.78,32.19,of all LL-cache accesses
    13.545178834,<not counted>,,branch-misses,0,0.00,,
    13.545178834,29275,,iTLB-load-misses,2738255,6.79,,
    13.545178834,21936,,dTLB-load-misses,6735566,16.71,,
    13.545178834,7321,,dTLB-store-misses,10734566,26.64,,
    13.545178834,2534489,,L1-icache-load-misses,14743651,36.58,,
    13.545178834,2690873,,L1-dcache-load-misses,16002541,39.71,5.23,of all L1-dcache accesses
    13.545178834,919922,,l2_rqsts.all_demand_miss,16004629,39.71,,
    13.545178834,63245,,LLC-load-misses,16002057,39.71,28.48,of all LL-cache accesses
    13.545178834,42663,,LLC-store-misses,15991809,39.68,,
    13.545178834,140332639,,cycles,15998623,39.70,,
    13.545178834,204198515,,instructions,15997412,39.69,1.46,insn per cycle
    13.545178834,51499039,,L1-dcache-loads,13572759,33.68,,
    13.545178834,2082156,,L1-dcache-load-misses,9574101,23.75,4.04,of all L1-dcache accesses
    13.545178834,222075,,LLC-loads,5576364,13.83,,
    13.545178834,47028,,LLC-load-misses,1577897,3.91,21.18,of all LL-cache accesses
    13.585468765,1335874,,branch-misses,16001011,39.72,,
    13.585468765,57540,,iTLB-load-misses,16006961,39.73,,
    13.585468765,29550,,dTLB-load-misses,16003004,39.72,,
    13.585468765,8377,,dTLB-store-misses,16003534,39.72,,
    13.585468765,3279057,,L1-icache-load-misses,16023748,39.77,,
    13.585468765,1683158,,L1-dcache-load-misses,16002443,39.72,3.40,of all L1-dcache accesses
    13.585468765,1329471,,l2_rqsts.all_demand_miss,13857600,34.40,,
    13.585468765,72345,,LLC-load-misses,9853431,24.46,28.58,of all LL-cache accesses
    13.585468765,45324,,LLC-store-misses,5835774,14.48,,
    13.585468765,140205891,,cycles,1855939,4.61,,
    13.585468765,<not counted>,,instructions,0,0.00,,
    13.585468765,49452472,,L1-dcache-loads,2426333,6.02,,
    13.585468765,2954290,,L1-dcache-load-misses,6421377,15.94,5.97,of all L1-dcache accesses
    13.585468765,253150,,LLC-loads,10419889,25.86,,
    13.585468765,33684,,LLC-load-misses,14423986,35.80,13.31,of all LL-cache accesses
    13.625749442,1236532,,branch-misses,15992689,39.71,,
    13.625749442,14189,,iTLB-load-misses,14128583,35.08,,
    13.625749442,20556,,dTLB-load-misses,10139575,25.17,,
    13.625749442,9951,,dTLB-store-misses,6139969,15.24,,
    13.625749442,2343896,,L1-icache-load-misses,2144157,5.32,,
    13.625749442,<not counted>,,L1-dcache-load-misses,0,0.00,,
    13.625749442,1393008,,l2_rqsts.all_demand_miss,2146436,5.33,,
    13.625749442,50653,,LLC-load-misses,6139386,15.24,16.83,of all LL-cache accesses
    13.625749442,42421,,LLC-store-misses,10138959,25.17,,
    13.625749442,139690487,,cycles,14128937,35.08,,
    13.625749442,188541945,,instructions,15987158,39.69,1.35,insn per cycle
    13.625749442,50176681,,L1-dcache-loads,15999074,39.72,,
    13.625749442,2609643,,L1-dcache-load-misses,15998451,39.72,5.20,of all L1-dcache accesses
    13.625749442,300948,,LLC-loads,16000894,39.73,,
    13.625749442,57712,,LLC-load-misses,16001958,39.73,19.18,of all LL-cache accesses
    13.666032071,<not counted>,,branch-misses,0,0.00,,
    13.666032071,20151,,iTLB-load-misses,1864955,4.63,,
    13.666032071,34723,,dTLB-load-misses,5858821,14.55,,
    13.666032071,6842,,dTLB-store-misses,9858882,24.48,,
    13.666032071,2667586,,L1-icache-load-misses,13863322,34.42,,
    13.666032071,2039954,,L1-dcache-load-misses,16012725,39.76,3.76,of all L1-dcache accesses
    13.666032071,1177695,,l2_rqsts.all_demand_miss,16003344,39.74,,
    13.666032071,77925,,LLC-load-misses,16002073,39.73,38.74,of all LL-cache accesses
    13.666032071,41675,,LLC-store-misses,15995612,39.72,,
    13.666032071,141351043,,cycles,15989570,39.70,,
    13.666032071,209642000,,instructions,15999099,39.73,1.48,insn per cycle
    13.666032071,54247809,,L1-dcache-loads,14420814,35.80,,
    13.666032071,1838782,,L1-dcache-load-misses,10422977,25.88,3.39,of all L1-dcache accesses
    13.666032071,201126,,LLC-loads,6423979,15.95,,
    13.666032071,28809,,LLC-load-misses,2427184,6.03,14.32,of all LL-cache accesses
    13.706368030,1421264,,branch-misses,15999615,39.67,,
    13.706368030,27761,,iTLB-load-misses,15999779,39.67,,
    13.706368030,28786,,dTLB-load-misses,16004713,39.68,,
    13.706368030,8004,,dTLB-store-misses,15999336,39.66,,
    13.706368030,2946058,,L1-icache-load-misses,16005215,39.68,,
    13.706368030,2179550,,L1-dcache-load-misses,16001271,39.67,5.37,of all L1-dcache accesses
